Galleria_mellonella	Achroia_grisella	Amyelois_transitella	Bombyx_mori	Danaus_plexippus	Helicoverpa_armigera	Ostrinia_nubilalis	Plodia_interpunctella	Plutella_xylostella	Manduca_sexta	Arctopsyche_grandis
gene-LOC113512514	.	.	gene-NGR-A2	gene-LOC116768611	gene-LOC110371660	gene-LOC135072460	.	gene-LOC105384713	gene-LOC115450914	gene-LOC143910194
gene-LOC113512610	gene-LOC131845047	gene-LOC106136682	gene-Desat3	gene-LOC116768419	gene-LOC110371602	gene-LOC135072459	gene-LOC128676571	gene-LOC105384697	gene-LOC115450906	gene-LOC143911130
gene-LOC128201872	.	.	.	.	gene-LOC110371635	.	.	.	.	.
gene-LOC116412658	.	gene-LOC106136674	gene-LOC101736708	gene-LOC133319917	gene-LOC110371611	gene-LOC135072456	gene-LOC128676822	.	gene-LOC115450908	.
gene-LOC113514088	.	gene-LOC106136675	gene-LOC101744117	gene-LOC116768361	gene-LOC110371610	gene-LOC135072448	gene-LOC128676819	gene-LOC105384694	gene-LOC115450915	gene-LOC143911129
gene-LOC113509481	.	gene-LOC106136678	gene-LOC101743972	gene-LOC116768551	gene-LOC110371656	gene-LOC135072464	gene-LOC128676748	gene-LOC105390389	gene-LOC115450909	.
gene-LOC113518713	.	gene-LOC106136681	gene-LOC101743593	gene-LOC116768619	gene-LOC110371653	gene-LOC135072909	gene-LOC128676466	gene-LOC125489284	gene-LOC115450913	.
gene-LOC113512505	.	gene-LOC106141942	gene-LOC110385080	gene-LOC116768580	gene-LOC110371643	gene-LOC135072441	gene-LOC128676572	gene-LOC105390400	gene-LOC115450907	gene-LOC143911054
gene-LOC113512457	gene-LOC131845069	gene-LOC106136682	gene-LOC101743452	gene-LOC116768735	gene-LOC110371639	gene-LOC135072440	gene-LOC128676571	gene-LOC105397502	gene-LOC115450910	gene-LOC143910635
gene-LOC113512317	gene-LOC131845047	gene-LOC106141927	gene-LOC101736567	gene-LOC116768434	gene-LOC110371614	gene-LOC135072439	gene-LOC128676423	gene-LOC105390386	gene-LOC115453633	gene-LOC143911130
gene-LOC113512301	gene-LOC131845071	gene-LOC106137389	gene-Dhr-1	gene-LOC116768705	gene-LOC110371629	gene-LOC135072454	gene-LOC128676812	gene-LOC105390384	gene-LOC115450006	gene-LOC143910194
gene-LOC113512605	gene-LOC131845064	gene-LOC106137390	gene-BmorPDSN	gene-LOC116768629	gene-LOC110371618	gene-LOC135072462	gene-LOC128676814	gene-LOC105390382	gene-LOC115450001	gene-LOC143911130
gene-LOC113512507	gene-LOC131845070	gene-LOC106141045	gene-LOC101736438	gene-LOC116768492	gene-LOC110371566	gene-LOC135072741	gene-LOC128676810	gene-LOC105390399	gene-LOC115450000	.
gene-LOC113512508	gene-LOC131845069	gene-LOC106137392	gene-LOC101743311	gene-LOC116768631	gene-LOC110371617	gene-LOC135072457	gene-LOC128676813	gene-LOC105390381	gene-LOC115450002	gene-LOC143911130
gene-LOC113512504	gene-LOC131845065	gene-LOC106137395	gene-LOC101743024	gene-LOC116768714	gene-LOC110371659	gene-LOC135072907	gene-LOC128676815	gene-LOC105390379	gene-LOC115450005	.
gene-LOC128201888	.	.	.	.	.	.	.	.	.	.
gene-LOC113512509	gene-LOC131845066	gene-LOC106137393	gene-LOC101736179	gene-LOC116768671	gene-LOC110371620	gene-LOC135072793	gene-LOC128676811	gene-LOC105384693	gene-LOC115450004	.
gene-LOC128201855	.	.	.	.	.	.	.	.	.	.
gene-LOC113512643	gene-LOC131845048	gene-LOC106137398	gene-LOC101742881	gene-LOC116768301	gene-LOC110371680	gene-LOC135072438	gene-LOC128676671	gene-LOC105393859	gene-LOC115451674	.
gene-LOC113512471	gene-LOC131845063	gene-LOC106129141	gene-LOC732944	gene-LOC116768302	gene-LOC110371673	gene-LOC135072461	gene-LOC128676427	gene-LOC105394632	gene-LOC115451675	gene-LOC143915996
gene-LOC128201863	.	.	.	.	.	.	.	.	.	.
gene-LOC113512510	gene-LOC131845068	gene-LOC106129120	.	gene-LOC116768548	gene-LOC110371657	gene-LOC135072906	gene-LOC128676749	gene-LOC105394638	gene-LOC115451672	.
gene-LOC113512649	gene-LOC131845074	gene-LOC132902525	gene-LOC101735784	gene-LOC116768635	gene-LOC110371567	gene-LOC135072792	gene-LOC128676608	gene-LOC119693924	gene-LOC115451667	gene-LOC143915832
gene-LOC113512511	gene-LOC131845067	gene-LOC106129121	gene-LOC101735784	gene-LOC116768627	gene-LOC110371568	gene-LOC135072905	gene-LOC128676605	gene-LOC105394639	gene-LOC115451666	gene-LOC143915832
gene-LOC113512415	gene-LOC131845054	gene-LOC106129142	gene-LOC733122	gene-LOC116768418	gene-LOC110371663	gene-LOC135072903	gene-LOC128676606	gene-LOC105384994	gene-LOC115451669	gene-eIF3k
gene-LOC113512369	gene-LOC131845049	gene-LOC106129138	gene-Tbp	gene-LOC116768734	gene-LOC110371658	gene-LOC135072902	gene-LOC128676604	gene-LOC105393708	gene-LOC115451953	gene-Tbp
gene-LOC113512431	gene-LOC131845052	gene-LOC106132398	gene-LOC101744291	gene-LOC116768538	gene-LOC110371587	gene-LOC135072447	gene-LOC128676298	gene-LOC105385004	gene-LOC115451951	.
gene-LOC113512399	gene-LOC131845053	.	.	.	gene-LOC110371588	.	.	.	.	.
gene-LOC113512409	gene-LOC131845045	gene-LOC106132399	gene-LOC101742390	gene-LOC116768494	gene-LOC110371667	gene-LOC135072451	gene-LOC128676299	gene-LOC105393858	gene-LOC115451945	.
gene-LOC113512375	gene-LOC131845058	gene-LOC106132464	gene-LOC101742097	gene-LOC116768765	.	.	gene-LOC128676301	gene-LOC105393856	gene-LOC115451947	.
gene-LOC113513460	gene-LOC131845055	gene-LOC106132463	gene-LOC732925	gene-LOC116768682	gene-LOC110371593	.	gene-LOC128676300	gene-LOC105393857	gene-LOC115453917	.
gene-LOC128201871	.	.	.	.	.	.	.	.	.	.
gene-LOC113510356	gene-LOC131845056	gene-LOC106132466	gene-LOC101742252	gene-LOC116768751	gene-LOC110371594	.	gene-LOC128676668	gene-LOC105393855	gene-LOC115451662	.
gene-LOC128201868	.	.	.	.	.	.	.	.	.	.
gene-LOC113519016	.	.	.	.	.	.	.	.	.	.
gene-LOC113518830	.	.	.	.	.	.	.	.	.	.
gene-LOC113511134	gene-LOC131849852	gene-LOC132903287	gene-LOC101736846	gene-LOC116775402	gene-LOC110379482	gene-LOC135083078	gene-LOC128679698	.	.	.
gene-LOC113511162	gene-LOC131849718	gene-LOC106142717	gene-LOC101740004	gene-LOC116775170	gene-LOC110379485	gene-LOC135082619	gene-LOC128679690	gene-LOC105392252	gene-LOC115445883	.
gene-LOC128201906	.	.	.	.	.	.	.	.	.	.
gene-LOC128201907	.	.	.	.	.	.	.	.	.	.
gene-LOC113511019	gene-LOC131849599	gene-LOC106140291	gene-LOC101739591	gene-LOC116775275	gene-LOC110379474	gene-LOC135082826	gene-LOC128679695	gene-LOC105384592	gene-LOC115445885	.
gene-LOC128201905	gene-LOC131849600	.	.	gene-LOC116769118	gene-LOC110379478	gene-LOC135082827	gene-LOC128679697	gene-LOC125490112	gene-LOC115445886	.
gene-LOC116413373	gene-LOC131849814	gene-LOC106140758	gene-LOC101736322	gene-LOC116775187	gene-LOC110379481	gene-LOC135082717	gene-LOC128679696	gene-LOC105392662	gene-LOC115445897	.
gene-LOC113511215	gene-LOC131849551	gene-LOC106135771	gene-LOC101736093	gene-LOC116775186	gene-LOC110379479	gene-LOC135082672	gene-LOC128679711	gene-LOC105392661	gene-LOC115445903	.
gene-LOC113511079	gene-LOC131849794	gene-LOC106140759	gene-LOC100862762	gene-LOC116775276	gene-LOC110379487	gene-LOC135082673	gene-LOC128679712	gene-LOC119691751	gene-LOC115445904	.
gene-LOC113511159	gene-LOC131849813	gene-LOC106140761	gene-LOC101739450	gene-LOC116775194	gene-LOC110379484	.	gene-LOC128679844	gene-LOC119691673	gene-LOC115445887	.
gene-LOC113511213	gene-LOC131849797	gene-LOC106141482	gene-LOC101739304	gene-LOC116775227	gene-LOC110379149	gene-LOC135083079	gene-LOC128679806	gene-LOC119691648	gene-LOC115445905	.
gene-LOC128201915	.	.	.	.	.	.	.	.	.	.
gene-LOC113511212	gene-LOC131849613	gene-LOC106141039	gene-LOC101739169	gene-LOC116775112	gene-Sac1	gene-LOC135082620	gene-LOC128679738	gene-LOC105386273	gene-LOC115445909	.
gene-LOC113511023	gene-LOC131849696	gene-LOC106135786	gene-LOC101739022	gene-LOC116775188	gene-LOC110379152	gene-LOC135082621	gene-LOC128679870	gene-LOC105395491	gene-LOC115445908	.
gene-LOC113511211	gene-LOC131849870	gene-LOC106135777	gene-LOC101738884	gene-LOC116775407	gene-LOC110379146	.	gene-LOC128679891	gene-LOC105396758	gene-LOC115445906	gene-LOC143909336
gene-LOC113511107	gene-LOC131849871	gene-LOC106135778	gene-LOC101738740	gene-LOC116775290	gene-LOC110379151	gene-LOC135082794	gene-LOC128679892	gene-LOC105394300	gene-LOC115445888	gene-Mtpbeta
gene-LOC113511210	gene-LOC131849873	gene-LOC106135766	gene-Vgr	gene-LOC116775169	gene-LOC110383162	gene-LOC135082962	gene-LOC128679890	gene-LOC105394312	gene-LOC115445895	.
gene-LOC128201916	.	.	.	.	.	.	.	.	gene-LOC115445903	.
gene-LOC128201917	.	.	.	.	.	.	.	.	.	.
gene-LOC113511059	gene-LOC131849612	gene-LOC106135769	gene-LOC101747034	gene-LOC116775060	gene-LOC110383163	gene-LOC135082963	gene-LOC128679893	gene-LOC105388753	gene-LOC115452188	.
gene-LOC113511209	gene-LOC131849652	gene-LOC106135784	gene-LOC101746899	gene-LOC116775058	gene-LOC110382916	gene-LOC135083080	gene-LOC128679963	gene-LOC105388762	gene-LOC115452189	.
gene-LOC113511208	gene-LOC131849695	gene-LOC106135764	gene-LOC110385184	gene-LOC116775212	gene-LOC110382915	gene-LOC135082635	gene-LOC128679965	gene-LOC105388754	gene-LOC115452186	.
gene-LOC113511207	gene-LOC131849694	gene-LOC106135765	gene-LOC101738342	gene-LOC116775054	gene-LOC135116650	gene-LOC135083082	gene-LOC128679964	gene-LOC105388764	gene-LOC115452187	.
gene-LOC113511166	gene-LOC131849790	gene-LOC106135775	gene-LOC101746562	gene-LOC116775115	gene-LOC110380750	gene-LOC135082842	gene-LOC128679944	gene-LOC105391136	gene-LOC115454201	gene-LOC143909375
gene-LOC116412628	gene-LOC131849788	gene-LOC106135763	gene-LOC101738211	gene-LOC116775305	gene-LOC110380753	gene-LOC135083083	gene-LOC128679634	gene-LOC105391148	gene-LOC115453978	gene-LOC143923048
gene-LOC113511203	gene-LOC131849557	.	.	.	.	.	.	.	.	.
gene-LOC113511142	gene-LOC131849555	gene-LOC106135770	gene-LOC101738085	gene-LOC116775109	gene-LOC110380754	gene-LOC135082834	gene-LOC128679926	gene-LOC119691746	gene-LOC115455493	.
gene-LOC113511154	gene-LOC131849554	gene-LOC106135774	.	gene-LOC116775110	gene-LOC110380741	gene-LOC135082715	gene-LOC128679925	gene-LOC105391149	gene-LOC115453796	.
gene-LOC113511060	gene-LOC131849556	gene-LOC106135772	gene-LOC100134926	gene-LOC116775296	gene-LOC110380756	gene-LOC135082841	gene-LOC128679927	gene-LOC105391138	gene-LOC115453798	gene-LOC143909164
gene-LOC113511202	gene-LOC131849781	.	.	.	.	gene-LOC135082800	.	.	.	.
gene-LOC113511201	gene-LOC131849602	gene-LOC106135782	gene-LOC119631020	gene-LOC116775055	gene-LOC110380748	gene-LOC135083087	gene-LOC128679923	gene-LOC105391158	gene-LOC115452577	gene-LOC143908926
gene-LOC128201918	.	.	.	.	.	.	.	.	.	.
gene-LOC128201919	.	.	.	.	.	.	.	.	.	.
gene-LOC113511322	gene-LOC131849575	gene-LOC106135780	gene-LOC101742542	gene-LOC116775408	gene-LOC110380744	gene-LOC135082774	gene-LOC128679658	gene-LOC105391153	gene-LOC115450342	gene-LOC143909341
gene-LOC113511158	gene-LOC131849742	gene-LOC106135833	gene-LOC101742211	gene-LOC116775304	gene-LOC110380757	gene-LOC135082773	gene-LOC128679666	gene-LOC105391152	gene-LOC115450345	.
gene-LOC113511063	gene-LOC131849733	gene-LOC106135834	gene-LOC733008	gene-LOC116775462	gene-LOC110380749	gene-LOC135082926	gene-LOC128679664	gene-LOC105391151	gene-LOC115450346	.
gene-LOC113511050	gene-LOC131849619	gene-LOC106135848	gene-LOC101742059	gene-LOC116775461	gene-LOC110380743	gene-LOC135082600	gene-LOC128679659	gene-LOC105391139	gene-LOC115450328	gene-LOC143923286
gene-LOC113511084	gene-LOC131849869	gene-LOC106135836	gene-LOC778462	gene-LOC116775314	gene-LOC110383073	gene-LOC135082757	gene-LOC128679660	gene-LOC105391140	gene-LOC115450329	.
gene-LOC113511062	gene-LOC131849653	gene-LOC106135790	gene-LOC101741812	gene-LOC116775315	gene-LOC110383072	gene-LOC135082759	gene-LOC128679663	gene-LOC105380709	gene-LOC115450331	.
gene-LOC113511169	gene-LOC131849812	gene-LOC106135846	gene-LOC101741669	gene-LOC116775113	gene-LOC110383070	gene-LOC135082760	gene-LOC128679752	gene-LOC105391142	gene-LOC115450339	.
gene-LOC113511176	gene-LOC131849650	gene-LOC106135843	gene-LOC101741529	gene-LOC116775449	gene-LOC110383071	gene-LOC135082758	gene-LOC128679753	gene-LOC105391144	gene-LOC115450340	.
gene-LOC128201908	.	.	.	.	.	.	.	.	.	.
gene-LOC128201909	.	.	.	.	.	.	.	.	.	.
gene-LOC113511216	gene-LOC131849833	gene-LOC106135791	gene-LOC101741389	gene-LOC116775317	gene-LOC110383067	gene-LOC135082772	gene-LOC128679754	.	gene-LOC115450332	.
gene-LOC113511090	gene-LOC131849690	gene-LOC106135842	gene-LOC101741248	gene-LOC116775220	gene-LOC110381958	gene-LOC135082839	gene-LOC128679756	gene-LOC105391145	gene-LOC115450338	gene-LOC143923303
gene-LOC113511217	gene-LOC131849691	.	.	gene-LOC116775363	gene-LOC110381957	gene-LOC135082838	gene-LOC128679757	.	gene-LOC115450336	.
gene-LOC128199973	gene-LOC131849689	.	gene-LOC110384732	gene-LOC116775391	gene-LOC110381966	gene-LOC135082663	gene-LOC128679759	.	gene-LOC115450347	.
gene-LOC113511218	gene-LOC131849688	gene-LOC106135795	gene-LOC110385413	gene-LOC116775063	gene-LOC110381956	gene-LOC135083090	gene-LOC128679816	.	gene-LOC115450322	.
gene-LOC113511074	gene-LOC131849769	gene-LOC106135838	gene-LOC101740099	gene-LOC116775064	gene-LOC110381959	gene-LOC135082810	gene-LOC128679817	gene-LOC105383426	gene-LOC115450323	.
gene-LOC128201920	.	.	.	.	.	.	.	.	.	.
gene-LOC128201910	.	.	.	.	.	.	.	.	.	.
gene-LOC128201911	.	.	.	.	.	.	.	.	.	.
gene-LOC128201921	.	.	.	.	.	.	.	.	.	.
gene-LOC128201912	.	.	.	.	.	.	.	.	.	.
gene-LOC128201913	.	.	.	.	.	.	.	.	.	.
gene-LOC113511089	.	.	.	.	.	.	.	.	.	.
gene-LOC128201914	.	.	.	.	.	.	.	.	.	.
gene-LOC128201922	.	.	.	.	.	.	.	.	.	.
gene-LOC113511105	gene-LOC131849764	gene-LOC106135968	gene-LOC101739596	gene-LOC116775095	.	gene-LOC135082784	gene-LOC128679969	gene-LOC105383560	gene-LOC115443003	.
gene-LOC113511219	gene-LOC131849584	gene-LOC106135925	gene-LOC732996	gene-LOC116775346	.	gene-LOC135082785	gene-LOC128679957	gene-LOC105384590	gene-LOC115443006	gene-LOC143909389
gene-LOC113511171	gene-LOC131849583	gene-LOC106135924	gene-LOC110385410	gene-LOC116775347	.	gene-LOC135083070	gene-LOC128679960	gene-LOC119690290	gene-LOC115443002	.
gene-LOC113511049	gene-LOC131849585	gene-LOC106135837	gene-LOC101745237	gene-LOC116775125	gene-LOC110381962	gene-LOC135082803	gene-LOC128679629	gene-LOC105385342	gene-LOC115452355	.
gene-LOC113511014	gene-LOC131849683	gene-LOC106135840	gene-LOC101745480	gene-LOC116775173	gene-LOC110381963	gene-LOC135082917	gene-LOC128679630	gene-LOC105385341	gene-LOC115450327	gene-ND-42
gene-LOC113511082	gene-LOC131849748	gene-LOC106135844	gene-LOC101745618	gene-LOC116775031	gene-LOC110381964	gene-LOC135082915	gene-LOC128679633	gene-LOC105385340	gene-LOC115450325	.
gene-LOC113511111	gene-LOC131849685	gene-LOC106135841	gene-LOC101745767	gene-LOC116775033	gene-LOC110381965	gene-LOC135082602	gene-LOC128679631	gene-LOC105383424	gene-LOC115450326	.
gene-LOC113511220	gene-LOC131849668	gene-LOC106135797	gene-LOC101739027	gene-LOC116775377	.	gene-LOC135082618	gene-LOC128679972	gene-LOC105384617	gene-LOC115443007	.
gene-LOC113511145	gene-LOC131849741	gene-LOC106135992	gene-LOC101739309	gene-LOC116775387	.	gene-LOC135082780	gene-LOC128679971	gene-LOC105384618	gene-LOC119190472	.
gene-LOC113511163	gene-LOC131849822	gene-LOC106135994	gene-LOC101738710	gene-LOC116775386	.	gene-LOC135083068	gene-LOC128679970	gene-LOC105388887	gene-LOC119190156	gene-MED25
gene-LOC113511141	gene-LOC131849818	gene-LOC106135860	gene-LOC101738575	gene-LOC116775385	.	gene-LOC135082836	gene-LOC128679959	gene-LOC105388872	gene-LOC115442992	gene-LOC143909006
gene-LOC113511099	gene-LOC131849816	gene-LOC106135879	gene-LOC101739287	gene-LOC116775018	.	gene-LOC135082837	gene-LOC128679958	gene-LOC105384589	gene-LOC115442991	gene-LOC143909549
gene-LOC113511031	gene-LOC131849821	gene-LOC106135799	gene-LOC101739148	gene-LOC116775017	gene-LOC110383553	gene-LOC135083067	gene-LOC128679749	gene-LOC105388886	gene-LOC115442988	gene-LOC143923239
gene-LOC113511291	gene-LOC131849823	gene-LOC106135964	gene-LOC101739002	gene-LOC116775119	gene-LOC110382485	gene-LOC135083066	gene-LOC128679685	gene-LOC105388885	gene-LOC115442989	gene-LOC143909291
gene-LOC113511292	gene-LOC131849817	gene-LOC106135934	gene-LOC101746025	gene-LOC116775156	gene-Glct	gene-LOC135082781	gene-LOC128679618	gene-LOC105388871	gene-LOC115442995	.
gene-LOC128201923	.	.	.	.	.	.	.	.	.	.
gene-LOC113511222	gene-LOC131849684	gene-LOC106135801	gene-LOC110386435	gene-LOC116775213	gene-LOC110382481	gene-LOC135083064	gene-LOC128679822	gene-LOC105388884	gene-LOC115442994	.
gene-LOC113511030	gene-LOC131849819	gene-LOC106135890	gene-LOC100101155	gene-LOC116775337	gene-LOC110382482	gene-LOC135082699	gene-LOC128679619	gene-LOC105388883	gene-LOC115442996	gene-LOC143923277
gene-LOC113511310	gene-LOC131849825	gene-LOC106135903	gene-LOC101740505	gene-LOC116775336	gene-LOC110382479	gene-LOC135082700	gene-LOC128679676	gene-LOC105388869	gene-LOC115442980	gene-d4
gene-LOC113511167	gene-LOC131849815	gene-LOC106135905	gene-LOC101740369	gene-LOC116775028	gene-LOC110383445	gene-LOC135082994	gene-LOC128679675	gene-LOC105388868	gene-LOC115443018	.
gene-LOC113511053	gene-LOC131849820	gene-LOC106135990	gene-LOC101742011	gene-LOC116775256	gene-LOC110379552	gene-LOC135082938	gene-LOC128679861	gene-LOC105388867	gene-LOC115443004	.
gene-LOC113511008	gene-LOC131849857	gene-LOC106135937	gene-LOC101741568	gene-LOC116775121	gene-LOC110379546	gene-LOC135082786	gene-LOC128679611	gene-LOC105388866	gene-LOC115442987	.
gene-LOC116412859	.	.	.	.	.	.	.	.	.	.
gene-LOC113516540	gene-LOC131848903	.	gene-LOC101737115	.	gene-LOC110377020	gene-LOC135082079	.	.	gene-LOC115455710	.
gene-LOC113510243	gene-LOC131848901	.	gene-LOC101737259	.	gene-LOC110377019	gene-LOC135081956	.	.	gene-LOC115455709	.
gene-LOC128201924	.	.	.	.	.	.	.	.	.	.
gene-LOC128201926	.	.	.	.	.	.	.	.	.	.
gene-LOC128201925	gene-LOC131848855	.	gene-LOC101737590	.	gene-LOC110377033	gene-LOC135082073	.	.	gene-LOC115455663	.
gene-LOC128201929	.	.	.	.	.	.	.	.	.	.
gene-LOC128201930	.	.	.	.	.	.	.	.	.	.
gene-LOC128201928	gene-LOC131848869	.	gene-LOC692590	.	gene-LOC110377034	gene-LOC135082076	.	.	gene-LOC115455664	.
gene-LOC128201931	gene-LOC131845752	.	gene-LOC110384866	.	.	.	.	.	.	.
gene-LOC113509315	.	gene-LOC106136663	gene-LOC101739774	gene-LOC116773027	gene-LOC110372496	gene-LOC135080441	gene-LOC128677359	gene-LOC105392830	gene-LOC115445497	.
gene-LOC116413196	.	.	gene-LOC105841326	.	.	.	.	.	.	.
gene-LOC113509957	gene-LOC131845733	gene-LOC106136664	gene-LOC101742926	gene-LOC116772997	gene-LOC110372495	gene-LOC135080911	gene-LOC128677357	gene-LOC105392835	gene-LOC115445490	.
gene-LOC113510203	gene-LOC131845754	gene-LOC106136661	gene-LOC101742485	gene-LOC116772983	gene-LOC110372519	gene-LOC135080912	gene-LOC128676965	gene-LOC105392835	gene-LOC115445489	.
gene-LOC113520073	gene-LOC131845727	gene-LOC106136669	gene-LOC101739255	gene-LOC116773005	gene-LOC110372515	gene-LOC135080442	gene-LOC128676966	gene-LOC105392741	gene-LOC115445489	.
gene-LOC113520072	gene-LOC131845755	gene-LOC132902836	gene-LOC105841329	.	gene-LOC110372501	.	gene-LOC128677266	gene-LOC119691041	gene-LOC115445501	.
gene-LOC113520071	gene-LOC131845759	gene-LOC106136659	gene-LOC101739115	gene-LOC116773291	gene-LOC110372524	gene-LOC135080914	gene-LOC128677248	.	gene-LOC115445498	.
gene-LOC116413707	.	.	.	.	.	.	.	.	.	.
gene-LOC128201932	gene-LOC131845754	.	.	.	.	.	.	.	.	.
gene-LOC113518682	gene-LOC131845756	gene-LOC106136668	gene-LOC101738875	gene-LOC133320391	gene-LOC110372520	gene-LOC135080447	gene-LOC128677208	.	.	.
gene-LOC128201996	gene-LOC131843060	.	.	.	.	.	.	.	.	.
gene-LOC128201997	gene-LOC131843069	.	.	.	.	.	.	.	.	.
gene-LOC128201998	gene-LOC131843060	.	.	.	.	.	.	.	.	.
gene-LOC128201999	gene-LOC131843060	.	.	.	.	.	.	.	.	.
gene-LOC113519854	gene-LOC131843051	gene-LOC106140917	gene-LOC101737017	gene-LOC116772943	gene-LOC110374238	gene-LOC135080820	gene-LOC128676929	gene-LOC119691059	gene-LOC115449951	.
gene-LOC128201975	.	.	.	.	.	.	.	.	.	.
gene-LOC113519856	gene-LOC131843249	gene-LOC106138353	gene-LOC101737153	gene-LOC116772834	gene-LOC110377339	gene-LOC135080822	gene-LOC128676878	gene-LOC105387893	gene-LOC115449974	gene-Pkc98E
gene-LOC113519701	gene-LOC131843284	gene-LOC106138804	gene-LOC101743220	gene-LOC116772982	gene-LOC110377341	gene-LOC135080452	gene-LOC128676879	gene-LOC105387894	gene-LOC115450022	gene-Arl2
gene-LOC113519700	gene-LOC131843299	gene-LOC106138877	gene-LOC101743394	gene-LOC116772981	gene-LOC110377340	gene-LOC135080451	gene-LOC128677176	gene-LOC105387895	gene-LOC115449964	gene-Pnn
gene-LOC113518612	gene-LOC131843251	gene-LOC106141970	gene-LOC101743636	gene-LOC116773164	gene-LOC110377379	gene-LOC135080334	gene-LOC128677207	gene-LOC105387897	gene-LOC115450126	gene-LOC143920671
gene-LOC113519708	gene-LOC131843263	gene-LOC106138791	gene-LOC733007	gene-LOC116773021	gene-LOC110377366	gene-LOC135080453	gene-LOC128677138	gene-LOC105387898	gene-LOC115449809	gene-LOC143921320
gene-LOC113517867	gene-LOC131843822	gene-LOC106135254	gene-LOC101737860	gene-LOC116772828	gene-LOC110377365	gene-LOC135080469	gene-LOC128677134	gene-LOC105387914	gene-LOC115449799	.
gene-LOC128202001	gene-LOC131843043	gene-LOC106140427	gene-LOC101737440	gene-LOC116773261	gene-LOC110377362	gene-LOC135080449	gene-LOC128677325	gene-LOC105387911	gene-LOC115449788	.
gene-LOC113519716	gene-LOC131843032	gene-LOC106140427	gene-LOC101737440	gene-LOC116772826	gene-LOC110377358	gene-LOC135080337	gene-LOC128677325	gene-LOC105387900	gene-LOC119189244	.
gene-LOC113519785	gene-LOC131843021	gene-LOC106139868	.	gene-LOC116772826	gene-LOC110377363	gene-LOC135080454	gene-LOC128677137	gene-LOC105387912	gene-LOC115449779	.
gene-LOC113519894	gene-LOC131843832	gene-LOC106140426	gene-jhe1	gene-LOC116772825	gene-LOC135118283	gene-LOC135080823	gene-LOC128677135	gene-LOC105387913	gene-LOC115449761	.
gene-LOC116413710	gene-LOC131843654	gene-LOC106135245	gene-LOC134201366	gene-LOC116773030	.	.	gene-LOC128677268	.	gene-LOC115449581	.
gene-LOC113511527	gene-LOC131843012	gene-LOC106135252	gene-LOC101737992	gene-LOC116772855	gene-LOC110377346	gene-LOC135080825	gene-LOC128677033	gene-LOC105387901	gene-LOC115449215	.
gene-LOC113516306	gene-LOC131843000	gene-LOC106135251	gene-LOC101743928	gene-LOC116772857	gene-LOC110377342	gene-LOC135080456	gene-LOC128677034	gene-LOC105387902	gene-LOC115449209	.
gene-LOC113516405	gene-LOC131843470	gene-LOC106135247	gene-LOC101744076	gene-LOC116773350	gene-Yif1	gene-LOC135080457	gene-LOC128677179	gene-LOC105381927	gene-LOC115449497	.
gene-LOC113519859	gene-LOC131843774	gene-LOC106135255	gene-LOC101744404	gene-LOC116773349	gene-Ps	gene-LOC135080826	gene-LOC128677045	gene-LOC105387916	gene-LOC115449470	.
gene-LOC128201968	.	.	.	.	.	.	.	.	.	.
gene-LOC113519707	gene-LOC131843078	gene-LOC106135248	gene-LOC101738251	gene-LOC116772917	gene-LOC110377380	gene-LOC135080458	gene-LOC128677041	gene-LOC119691064	gene-LOC115449463	.
gene-LOC113519860	gene-LOC131843087	gene-LOC106135263	gene-LOC101738390	gene-LOC116772916	gene-LOC110377367	gene-LOC135080459	gene-LOC128677038	gene-LOC105381962	gene-LOC115449452	gene-Mink
gene-LOC113519905	gene-LOC131843325	gene-LOC106135259	gene-LOC101744983	gene-LOC116772977	gene-LOC110377369	gene-LOC135080462	gene-LOC128677047	gene-LOC105381926	gene-LOC115449613	gene-LOC143920826
gene-LOC113519906	gene-LOC131843584	gene-LOC106135258	gene-LOC101744646	gene-LOC116772956	gene-LOC110377375	gene-LOC135080463	gene-LOC128677051	gene-LOC105384218	gene-LOC115450304	gene-AP-2sigma
gene-LOC113522205	gene-LOC131842989	gene-LOC106135257	gene-LOC101745130	gene-LOC116772955	gene-LOC110377357	gene-LOC135080461	gene-LOC128677044	gene-LOC105381955	gene-LOC115450292	.
gene-LOC113519672	gene-LOC131843453	gene-LOC106135256	gene-LOC101745283	gene-LOC116773106	gene-LOC110377355	gene-LOC135080464	gene-LOC128677042	gene-LOC105381919	.	.
gene-LOC113519741	gene-LOC131843737	gene-LOC106135250	gene-LOC101738660	gene-LOC116773123	gene-LOC110377356	gene-LOC135080466	gene-LOC128677049	gene-LOC105381921	gene-LOC115450283	.
gene-LOC113516367	gene-LOC131843728	gene-LOC106135262	gene-LOC101745423	gene-LOC116772860	gene-LOC110377372	gene-LOC135080827	gene-LOC128677046	gene-LOC105381924	gene-LOC115450048	.
gene-LOC113513885	gene-LOC131843755	gene-LOC106135261	gene-LOC101745564	gene-LOC116772859	gene-LOC110377377	gene-LOC135080470	gene-LOC128677043	gene-LOC105381924	gene-LOC115450048	.
gene-LOC113519696	gene-LOC131843747	gene-LOC106137873	gene-LOC101745902	gene-LOC116772861	gene-LOC110377383	gene-LOC135080467	gene-LOC128677050	gene-LOC105381925	gene-LOC115449375	.
